cst,关键词翻译,AC推荐词,流量占比,流量词类型,预估周曝光量,相关产品,相关ASIN,ABA周排名,月搜索量,月购买量,购买率,展示量,点击量,SPR,标题密度,商品数,需供比,广告竞品数,点击集中度,前三ASIN转化总占比,PPC竞价,建议竞价范围,#1 前三ASIN,#1 点击共享,#1 转化共享,#2 前三ASIN,#2 点击共享,#2 转化共享,#3 前三ASIN,#3 点击共享,#3 转化共享,前十ASIN,matched_text
asics mens shorts,asics 男士短裤,,,自然搜索词,0,1,B09XQVCZ8B,"1,077,849","1,477",44,3.03%,"31,218",616,1,0,172,8.6,4,20.20%,9.10%,$1.28 ,$0.97 - $1.61,B0C4YSKB7R,9.10%,4.60%,B0C4YS95TX,6.80%,0.00%,B0BTMLHST2,4.20%,4.60%,"B0C4YSKB7R,B0BTMLHST2,B0BHY1ST4S,B01BLS6O5O,B0BTMLD5XT,B0BTMK69WX,B0BV7FHV45,B0BFDSB9YG,B083V66WCN,B0C4YQY8SC",Shorts
arsuxeo shorts,短裤,,,自然搜索词,0,1,B09XQVCZ8B,"1,471,843",878,20,2.32%,"17,672",397,1,0,52,16.9,5,19.00%,6.70%,$1.19 ,$0.88 - $1.49,B072DVQ11Z,6.90%,0.00%,B07SJG2H9Q,6.90%,0.00%,B07VSQWFGG,5.20%,6.70%,"B07SHGG9BS,B07VSQWFGG,B08CN5811R,B072DVQ11Z,B094Z9J36J,B0B4R4WFVZ,B07T2HRWPD,B07WZ856N4,B09YV57SQ7,B09VS6YSQS",Shorts
arjen kroos mens shorts,,,,SP广告词,0,1,B0151E6WPQ,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Arjen Kroos, Shorts"
aptro,,,,SP广告词,0,1,B0BFDVPFKX,,,,,,,,,133,,55,,,,-,,,,,,,,,,,
apparel for men,,,,SP广告词,0,1,B09P3T8X61,,,,,,,,,0,,0,,,,-,,,,,,,,,,,
anti chafe running shorts,,,,SP广告词,0,1,B0BFDTMBGP,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Shorts, Running"
anime shorts men,,,,视频广告词,0,1,B0BFDTMBGP,,,,,,,,,891,,0,,,,-,,,,,,,,,,,Shorts
andi shorts for men,,,,自然搜索词,0,2,B00AKSCXEI/B08JGBB9N1,,,,,,,,,98,,3,,,,-,,,,,,,,,,,Shorts
american flag shirt and shorts,,,,SP广告词,0,1,B0BFDTMBGP,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"American, Shirt, Shorts, Flag"
amazon men's shorts,亚马逊男士短裤,,,自然搜索词,0,2,B0151E6WPQ/B0BFDRQLNC,"2,145,963","1,251",37,2.99%,"29,791",615,1,0,"3,582",0.4,16,12.20%,0.00%,$1.47 ,$0.72 - $2.25,B0723CZCRJ,4.10%,0.00%,B077RTN23Y,4.10%,0.00%,B0D3S8M18H,4.10%,0.00%,"B0728KK8VK,B07F27YVN8,B06XWMC24B,B07752LYQS,B07FHBNY51,B08JDWSNWX,B07DZVVBSK,B01JQTM148,B08JHQCZHT,B096YLSDLP","Amazon, Shorts"
amazon men shorts,,,,自然搜索词,0,1,B0151E6WPQ,,,,,,,,,"2,893",,4,,,,-,,,,,,,,,,,"Amazon, Shorts"
amazon essentials shorts men,亚马逊必需品短裤男士,,,自然搜索词,0,1,B0151E6WPQ,"1,115,082","1,693",54,3.24%,"39,915",721,2,0,778,2.2,4,13.00%,4.40%,$1.19 ,$0.88 - $1.49,B0728KK8VK,4.50%,2.90%,B0723CZCQT,4.50%,1.50%,B01JQTBSU6,4.00%,0.00%,"B0728KK8VK,B01JQTBSU6,B07F27YVN8,B07752LYQS,B096YLSDLP,B077S1TQ7M,B07F2K9PXX,B07F1521RT,B08JDWSP2H,B01JQTME5E","Amazon, Shorts, Amazon Essentials"
amazon essentials mens shorts 7 inch inseam,亚马逊 Essentials 男士短裤 7 英寸内缝,,,自然搜索词,0,1,B0151E6WPQ,"1,748,183","1,283",39,3.04%,"36,761",554,1,0,189,6.8,4,19.90%,0.00%,,-,B07F2KFQQ7,9.60%,0.00%,B07FHBCC58,5.20%,0.00%,B0CH2Y38M5,5.20%,0.00%,"B07F2KFQQ7,B077RTN23Y,B07FHBCC58,B08JDTYKH7,B07XJCK47H,B0C4YP661B,B07T1F7L49,B0CT63LG9V,B08JDWXD4B,B0C4YJ14JK","Amazon, Shorts, Amazon Essentials, Inseam"
amazon essentials mens gym shorts,,,,自然搜索词,0,3,B0151E6WPQ/B08JGBB9N1/B09XQVCZ8B,,,,,,,,,420,,4,,,,-,,,,,,,,,,,"Amazon, Shorts, gym, Amazon Essentials"
amazon essentials men's shorts,亚马逊 Essentials 男士短裤,,,自然搜索词,0,1,B0151E6WPQ,"1,115,081","1,444",46,3.22%,"37,961",647,2,0,619,2.3,1,14.60%,1.40%,$1.32 ,$0.81 - $2.65,B01JQTBSU6,6.00%,0.00%,B0728KK8VK,4.80%,1.40%,B0CZRSBVT4,3.80%,0.00%,"B01JQTBSU6,B0728KK8VK,B07F27YVN8,B096YLSDLP,B07752LYQS,B08JDWSP2H,B0C4YP81XD,B07F2K9PXX,B0C4YHVSY6,B07XMY6MZV","Amazon, Shorts, Amazon Essentials"
amazon essentials men's classic-fit 9 short,,,,自然搜索词,0,1,B00AKSCXEI,,,,,,,,,702,,2,,,,-,,,,,,,,,,,"Amazon, Short, Amazon Essentials"
amazon essentials men shorts,亚马逊必需品男士短裤,,,自然搜索词,0,1,B0151E6WPQ,"1,795,761","1,372",37,2.76%,"34,057",560,1,0,629,2.2,7,16.70%,20.00%,$1.25 ,$0.94 - $1.58,B0728KK8VK,9.00%,0.00%,B0CZRSBVT4,5.10%,0.00%,B077RTN23Y,2.60%,20.00%,"B01JQTN8SQ,B07F27YVN8,B071W2JZRP,B07752LYQS,B096YLSDLP,B07F1521RT,B08JDWSP2H,B0C4YR3N74,B077S1TQ7M,B07FHBDJ8F","Amazon, Shorts, Amazon Essentials"
amazon essentials gym shorts men,,,,自然搜索词,0,1,B0151E6WPQ,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Amazon, Shorts, gym, Amazon Essentials"
amazon essential shorts men,,,,自然搜索词,0,2,B0151E6WPQ/B09T3QHVVM,,,,,,,,,638,,3,,,,-,,,,,,,,,,,"Amazon, Shorts, Essential"
amazon essential mens shorts,亚马逊必备男士短裤,,,自然搜索词,0,2,B0151E6WPQ/B08JGBB9N1,"1,010,145","1,495",48,3.22%,"41,293",657,2,0,638,2.3,16,14.30%,1.40%,$0.97 ,$0.76 - $1.09,B0728KK8VK,5.00%,1.40%,B01JQTBSU6,5.00%,0.00%,B07F27YVN8,4.40%,0.00%,"B01JQTBSU6,B07F27YVN8,B071W2JZRP,B096YLSDLP,B07752LYQS,B0C4YHVSY6,B08JDX7MRF,B07F1521RT,B01JQTME5E,B077S1TQ7M","Amazon, Shorts, Essential"
amazon basics men's shorts,,,,自然搜索词,0,1,B0151E6WPQ,,,,,,,,,274,,0,,,,-,,,,,,,,,,,"Amazon, Shorts"
amazon basic shorts men,亚马逊基本款短裤男士,,,自然搜索词,0,2,B09T3QHVVM/B0BLKN87V4,"2,015,530","1,357",38,2.88%,"32,199",635,1,0,210,6.5,4,22.00%,7.70%,$1.17 ,$0.88 - $1.48,B0723CZCQT,9.80%,0.00%,B07NF3FLNV,7.30%,0.00%,B0728KK8VK,4.90%,7.70%,"B0723CZCQT,B01JQTBO5U,B07F2KFQQ7,B07F283XRT,B01JQTF1CC,B08D2PB97C,B07FHB3MGG,B08JDX7HMX,B08JTQP6VY,B07XJCK47H","Amazon, Shorts, Basic"
amazon basic mens shorts,亚马逊基本款男士短裤,,,自然搜索词,0,1,B09T3QHVVM,"1,377,645","1,169",30,2.63%,"26,784",494,1,0,102,11.5,1,17.50%,2.00%,$0.82 ,$0.62 - $1.03,B01JQTBO5U,7.10%,0.00%,B0728KK8VK,5.60%,0.00%,B0723CZCQT,4.80%,2.00%,"B0723CZCQT,B01JQTBO5U,B07F2KFQQ7,B07F283XRT,B01JQTF1CC,B08JTQP6VY,B0C4YR3N74,B08JDX7HMX,B08JG3T2SY,B08D2PB97C","Amazon, Shorts, Basic"
all cotton shorts for men,,Y,,AC推荐词,0,1,B0151E6WPQ,,,,,,,,,"20,542",,9,,,,-,,,,,,,,,,,"Cotton, Shorts"
akademiks shorts for men,akademiks 男士短裤,,,SP广告词,0,1,B0C4GV51WK,"1,702,402",631,18,2.95%,"16,969",255,1,0,103,6.1,5,26.10%,0.00%,$1.22 ,$0.92 - $1.52,B0BZH6R6LK,10.90%,0.00%,B0CNGMZQ3S,8.70%,0.00%,B083N71P4C,6.50%,0.00%,"B086Y8CQ2H,B00OTMA7TY,B0BV6HH88T,B0BZHFRP3R,B083N71P4C,B0BX92JKFS,B0CQSC2FW1,B01ISQF1CY,B07FMV7BQ9,B0BFDTRNNR",Shorts
ahorts,主播,Y,,自然搜索词/AC推荐词,0,2,B08JGBB9N1/B09P3T8X61,"1,176,156","1,321",46,3.53%,"32,496",656,2,0,"1,047",1.3,4,6.00%,0.00%,$0.89 ,$0.68 - $1.12,B09MKN1MJ5,2.50%,0.00%,B08JGBB9N1,1.80%,0.00%,B097D5ZP88,1.80%,0.00%,"B0728KK8VK,B016Y8263A,B01JQTN8SQ,B08RBHVS7K,B0151E6OUY,B085NF55WL,B01ES40ZBW,B07H5Q7BNT,B07NDP7ZTX,B009CTUGZ4",
adidas zipper shorts men,,,,自然搜索词,0,2,B09P3T8X61/B09XQVCZ8B,,,,,,,,,"2,192",,15,,,,-,,,,,,,,,,,"Adidas, Zipper, Shorts"
adidas squadra 21 shorts men,阿迪达斯 Squadra 21 男子短裤,,,视频广告词,0,1,B0BFDTMBGP,"1,244,675","1,305",46,3.55%,"31,491",638,2,0,54,24.2,3,70.80%,10.50%,$0.54 ,$0.43 - $0.68,B0878Y8YRQ,56.90%,10.50%,B08793B3RM,9.70%,0.00%,B087C7VWV4,4.20%,0.00%,"B08793B3RM,B087C7VWV4,B0878XMY9Z,B0879161HQ,B09Y2SZ95Z,B08794D1JT,B09PT2T7WS,B010DKQO2E,B09Y2VG81M,B08HJR1CNW","Adidas, Shorts"
adidas shorts with zipper pockets men,,,,自然搜索词,0,2,B09P3T8X61/B09XQVCZ8B,,,,,,,,,327,,4,,,,-,,,,,,,,,,,"Zipper, Adidas, Shorts, Zipper Pocket"
adidas shorts men zipper pocket,,,,自然搜索词,0,2,B09P3T8X61/B09XQVCZ8B,,,,,,,,,401,,4,,,,-,,,,,,,,,,,"Adidas, Zipper, Zipper Pocket, Shorts, Pocket"
adidas shorts men 7 inch,,,,自然搜索词,0,1,B09P3T8X61,,,,,,,,,241,,3,,,,-,,,,,,,,,,,"Adidas, Shorts"
adidas shorts men 5 inch,阿迪达斯短裤男士 5 英寸,,,自然搜索词,0,1,B09P3T8X61,"1,504,849","1,597",44,2.77%,"33,802",691,1,0,223,7.2,3,34.40%,0.00%,$1.37 ,$1.02 - $1.71,B0CKM9V3CZ,12.20%,0.00%,B0CV4MG7S3,12.20%,0.00%,B0CVDT8K8T,10.00%,0.00%,"B0CKM9V3CZ,B09XLLNJJ1,B0BHN3KKQC,B0BHN519DH,B0C2HWC932,B0C2HW9F3D,B0BRNXRYQ7,B0C2HSSV6X,B08777BX6H,B0BHN6H8RH","Adidas, Shorts"
adidas running shorts men 5 inch,阿迪达斯跑步短裤男士 5 英寸,,,自然搜索词,0,1,B09P3T8X61,"1,077,277","1,487",44,2.99%,"34,753",691,1,0,209,7.1,2,46.10%,0.00%,,-,B0CKM9V3CZ,19.20%,0.00%,B0CVDT8K8T,13.90%,0.00%,B0CV4MG7S3,13.00%,0.00%,"B0CKM9V3CZ,B09XLLNJJ1,B0BHN519DH,B0C2HW9F3D,B0BHN3W8P6,B0CCQGMKW5,B07QV7SBW7,B0C2JQM55N,B0C2HWC932,B0BHN3KKQC","Adidas, Shorts, Running"
adidas mens shorts with zipper pockets,阿迪达斯男士短裤带拉链口袋,,,自然搜索词,0,2,B09P3T8X61/B09XQVCZ8B,"1,407,194",987,29,2.95%,"28,917",438,1,0,404,2.4,2,34.90%,0.00%,,-,B09XLL648Z,12.70%,0.00%,B09Y2VG81M,12.70%,0.00%,B0878Y8YRQ,9.50%,0.00%,"B0CHR3J39C,B09Y2VG81M,B0B4CNWW82,B08HJRFBKM,B09XLL648Z,B09XWX6T3G,B09Y2TBL2J,B0878Y9T33,B08MT2SHX3,B09XLK5TLT","Zipper, Adidas, Shorts, Zipper Pocket"
adidas mens running shorts,阿迪达斯男士跑步短裤,,,自然搜索词,0,1,B09P3T8X61,"1,899,067","1,534",50,3.26%,"41,116",736,2,0,544,2.8,3,34.40%,0.00%,$1.32 ,$0.88 - $1.59,B0CKM9V3CZ,18.30%,0.00%,B0CV4MG7S3,11.80%,0.00%,B091MVTN8G,4.30%,0.00%,"B0CKM9V3CZ,B091MVTN8G,B093RDRVNF,B09XLL648Z,B09KHCLXWC,B0D8WQCH9G,B08798SD8N,B0CCQJWNKW,B0BHN4XN69,B091M4SQG8","Adidas, Shorts, Running"
adidas gym shorts,阿迪达斯运动短裤,,,自然搜索词,0,1,B01AK7Y102,"1,795,023",945,32,3.48%,"22,377",443,1,0,511,1.9,3,34.40%,0.00%,$1.36 ,$1.01 - $1.70,B09XLLMB2B,18.00%,0.00%,B0D918GKBT,9.80%,0.00%,B09Y2T5J38,6.60%,0.00%,"B09Y2WTTCS,B09XLLMB2B,B010DKQO2E,B09XWD44P5,B091MD89GM,B0CHR3J39D,B08HJRFBKM,B07F2D9C7Q,B09XWP4MV5,B091M53MNM","Adidas, Shorts, gym"
adidas firebird shorts,,,,SP广告词,0,1,B01AK7Y102,"2,216,619",631,21,3.40%,"14,308",311,1,0,57,11.1,16,26.10%,0.00%,,-,B0878X9CQX,10.90%,0.00%,B09Y2TXRD1,8.70%,0.00%,B0878Y1TPD,6.50%,0.00%,"B0878X9CQX,B09Y2TT1SS,B0878ZZ3K5,B0878YFBDQ,B087985MC5,B09HJNHV3Y,B09XC7XSCT,B0878TVFR6,B07F2NPS35,B091M6KGBZ","Adidas, Shorts"
adidas condivo 22 short,,,,SP广告词,0,1,B09P3T8X61,,,,,,,,,40,,5,,,,-,,,,,,,,,,,"Adidas, Short"
adidas boxers for men,阿迪达斯男款拳击手,,,SP广告词,0,1,B0CHMM393V,"1,059,709","1,513",46,3.07%,"31,535",670,2,0,108,14,17,17.00%,2.80%,$0.98 ,$0.77 - $1.40,B0886F87C9,7.40%,0.00%,B0886DW78N,5.00%,0.00%,B0886F5GT4,4.70%,2.80%,"B0886F87C9,B087MVJHGZ,B087MTGSRN,B0BZQXV8JF,B0BZQXCPFT,B0BZQYQ1GP,B0BCSLQ719,B09Y9JCPVD,B0CHN9RY8W,B0CHLB6J99",Adidas
adidas active shorts,,,,自然搜索词,0,1,B09P3T8X61,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Adidas, Shorts, Active"
adidas 7 inch shorts men,阿迪达斯 7 英寸短裤男,,,自然搜索词,0,1,B09P3T8X61,"2,144,871",475,14,3.13%,"13,338",228,1,0,278,1.7,3,47.40%,0.00%,$1.37 ,$1.02 - $1.71,B09XLL648Z,31.60%,0.00%,B093RDRVNF,7.90%,0.00%,B0D484PZGD,7.90%,0.00%,"B09XLL648Z,B093RDRVNF,B091MCPHR6,B0BHN4XN69,B09Y2VJ64C,B010DKQ7WG,B0BHN8CVH8,B091L79GJT,B07F2D9C7Q,B09Y2TBL2J","Adidas, Shorts"
adidas 5 inch shorts men,阿迪达斯 5 英寸短裤男,,,自然搜索词,0,1,B09P3T8X61,"1,134,489","1,727",53,3.07%,"36,306",718,2,0,236,7.3,3,42.10%,3.10%,$1.34 ,$1.00 - $1.67,B0CKM9V3CZ,18.50%,0.00%,B09XLLNJJ1,13.20%,3.10%,B0CV4MG7S3,10.40%,0.00%,"B0CKM9V3CZ,B09XLLNJJ1,B0BHN3KKQC,B0C2HWC932,B0C2HSSV6X,B0BRNXRYQ7,B0BHN519DH,B08777BX6H,B0BHN6H8RH,B0C2HW9F3D","Adidas, Shorts"
activewear shorts for men,,,,自然搜索词,0,2,B00AKSCXEI/B08JGBB9N1,,,,,,,,,"14,970",,9,,,,-,,,,,,,,,,,"Shorts, Active"
activeshorts,,,,自然搜索词,0,1,B08JGBB9N1,,,,,,,,,0,,21,,,,-,,,,,,,,,,,Active
a few good men 4k,几个好男人 4k,,,视频广告词,0,1,B0BFDTMBGP,"1,077,154","1,086",62,5.71%,"24,704",481,2,1,12,90.5,1,100.00%,100.00%,$0.94 ,$0.70 - $1.05,B079NBPNTF,95.50%,100.00%,B000OQF6KE,3.00%,0.00%,B0756SZ22D,1.50%,0.00%,"B079NBPNTF,B000OQF6KE,B0756SZ22D,B07TLZS2SG,B094QMBFRC,B07V4NLYGV,B074N1BHPR,B0771SN5HX,B000RJEHJY,B000OMD3MQ",
9inch basketball,,,,SP广告词,0,1,B0BFDVPFKX,,,,,,,,,0,,22,,,,-,,,,,,,,,,,Basketball
90 degree shorts for men,90 度男士短裤,,,自然搜索词,0,1,B08JGBB9N1,"1,658,413",448,15,3.46%,"13,202",207,1,0,315,1.4,3,29.70%,16.70%,$1.10 ,$0.99 - $1.24,B0B1JQHQ3M,13.50%,0.00%,B09X7HDC4K,8.10%,16.70%,B091V1TPX1,8.10%,0.00%,"B091V15ZQT,B085NF55WL,B094G1NNXR,B07HFHM5MV,B08JGBB9N1,B09X7G7564,B07SBHJBSR,B09VBHXCCZ,B0CMV2WM2T,B07SM96ZXL",Shorts
9 shorts men,,,,自然搜索词,0,3,B00AKSCXEI/B0C4GV51WK/B0CHMN8TDS,,,,,,,,,"2,998",,4,,,,-,,,,,,,,,,,Shorts
9 inseam shorts,,,,HR推荐词,0,1,B0BFDSVMPF,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Shorts, Inseam"
9 inch shorts pocket,,,,HR推荐词/SP广告词,0,1,B0C4GRTZJR,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Shorts, Pocket"
9 inch shorts men,9寸短裤男,,,自然搜索词,0,1,B00AKSCXEI,"1,197,774","1,358",36,2.70%,"39,398",520,1,0,"2,901",0.5,9,12.70%,0.00%,$1.03 ,$0.77 - $1.29,B01JQTB84C,5.10%,0.00%,B01JQTN8SQ,4.10%,0.00%,B016Y825WW,3.40%,0.00%,"B01JQTN8SQ,B0CSPV7417,B08JDTV536,B08NX99GH4,B0C4YLNGRV,B07F25B6N4,B0CRKD7JZY,B0CX54JVDP,B09P3RHNSY,B07XQ4G1V4",Shorts
9 inch mens shorts,,,,自然搜索词,0,1,B00AKSCXEI,,,,,,,,,"2,459",,4,,,,-,,,,,,,,,,,Shorts
8 inseam shorts men,8下裆短裤男,,,SP广告词,0,1,B0BFDTMBGP,"2,215,829",660,18,2.73%,"15,267",266,1,0,"1,699",0.4,4,33.30%,0.00%,$0.94 ,$0.70 - $1.19,B08JDWYN83,14.60%,0.00%,B0D91Q766B,10.40%,0.00%,B0BJS4R88Z,8.30%,0.00%,"B08Q7N1Q8B,B07HNWC5M9,B06XFFTCBS,B0BJS4R88Z,B0CPW81V5B,B00IEUPBL6,B07F2N88Y9,B0C12PYQ1V,B0CYPRD1W4,B0BPLWM5QP","Shorts, Inseam"
8 inch inseam shorts men,8寸下裆短裤男,,,SP广告词,0,1,B0BFDTMBGP,"1,042,514","1,815",45,2.51%,"39,271",734,2,0,891,2,4,22.80%,0.00%,$1.12 ,$0.86 - $1.28,B08Q7N1Q8B,9.70%,0.00%,B07F2552QK,6.80%,0.00%,B06XFFTCBS,6.30%,0.00%,"B08Q7N1Q8B,B06XFFTCBS,B07F2552QK,B0C12PYQ1V,B0CPW81V5B,B0BZ8FQCJQ,B0BJS4R88Z,B0BNJWZ8PJ,B0CSQJZPNW,B0BLKKQ4SX","Shorts, Inseam"
7inch mens shorts athletic,,,,自然搜索词,0,1,B08JGBB9N1,"1,470,441",945,34,3.61%,"21,248",381,1,0,"39,870",0,9,18.00%,0.00%,$1.77 ,$1.34 - $2.23,B07QV7SBW7,6.60%,0.00%,B0CRQFLWT3,6.60%,0.00%,B0872XZ3KD,4.90%,0.00%,"B0BXWCF25S,B0D3P9XTKV,B09NXV4PD6,B0D1C18PXQ,B085NF55WL,B0CRQFLWT3,B0BZPJW6G4,B0BNW4VZPK,B09CGWK6PR,B08BX4YRYJ","Athletic, Shorts"
7in inseam shorts men,7英寸长的短裤男士,,,自然搜索词,0,1,B09P3T8X61,"1,617,151","1,238",34,2.80%,"27,263",488,1,0,"2,862",0.4,4,14.70%,0.00%,$0.97 ,$0.73 - $1.21,B08JDX6QDR,5.90%,0.00%,B07F25B4GC,4.40%,0.00%,B0BXWBMBW9,4.40%,0.00%,"B07F25B4GC,B0BXWDK38F,B08JDTYHGC,B085NF55WL,B0D1GB9TZ4,B077RV5TZ5,B09DCVRMX6,B07F27XC6G,B0CSPRWDYN,B0BPLWM5QP","Shorts, Inseam"
7 inseam athletic shorts men,,,,自然搜索词,0,1,B09P3T8X61,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Athletic, Shorts, Inseam"
7 inch running shorts men,7寸跑步短裤男,,,自然搜索词,0,2,B09XQVCZ8B/B0BFDTMBGP,"1,794,435","1,165",207,17.81%,"33,099",559,5,0,"2,027",0.6,8,14.50%,25.00%,$1.64 ,$1.21 - $1.83,B0BXWBMBW9,5.80%,25.00%,B085NF55WL,4.40%,0.00%,B0872XZ3KD,4.40%,0.00%,"B0BXWDVDXC,B0C12XJ159,B09P3RHNSY,B085NF55WL,B09XQVCZ8B,B08BX4YRYJ,B06ZYBSMGM,B0C9MDHMXM,B0D1C18PXQ,B0CHHS25GL","Shorts, Running"
7 inch mens shorts,7寸男士短裤,,,自然搜索词,0,1,B09P3T8X61,"1,898,349",988,31,3.22%,"25,970",470,1,0,"3,615",0.3,4,19.10%,0.00%,$1.00 ,$0.75 - $1.25,B08JDWY3KJ,7.90%,0.00%,B08JDWVDGZ,6.40%,0.00%,B08GLXZSV7,4.80%,0.00%,"B08JDYVDRB,B0BXWDK38F,B07F25B4GC,B0C4YR3NRY,B0C26JGHGY,B077RTN23Y,B09DCVRMX6,B07F2553DV,B0D1C18PXQ,B0D1GB9TZ4",Shorts
7 inch inseam shorts men gym,7英寸内裤男士健身短裤,,,自然搜索词,0,1,B09P3T8X61,"1,437,796",988,31,3.20%,"28,059",466,1,0,"1,410",0.7,9,15.90%,18.20%,$1.40 ,$1.25 - $1.80,B085NF55WL,6.40%,9.10%,B08BX4YRYJ,4.80%,9.10%,B0BXWDK38F,4.80%,0.00%,"B0BXWDK38F,B085NF55WL,B08BX5PF5C,B0D3P9XTKV,B0BZPJW6G4,B0BVMW2HZX,B0D1C18PXQ,B0BNW2Q62D,B09NY1DK1N,B09XQVD5H9","Shorts, gym, Inseam"
7 inch inseam athletic shorts men,,,,自然搜索词,0,1,B09P3T8X61,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Athletic, Shorts, Inseam"
7 inch gym shorts men,7寸健身短裤男,,,自然搜索词,0,1,B09P3T8X61,"1,844,836",784,24,3.08%,"21,541",363,1,0,"1,731",0.5,4,18.50%,0.00%,$1.36 ,$1.01 - $1.70,B0CRQFLWT3,7.40%,0.00%,B07T4LXBG4,5.60%,0.00%,B0BXWBMBW9,5.60%,0.00%,"B0BXWDK38F,B0CRQFLWT3,B085NF55WL,B0D1C18PXQ,B08BX5PF5C,B0CLRRJRF2,B0CMCJYFC1,B0BZPMDBPM,B0B69FBQ18,B0CJSM512X","Shorts, gym"
7 gym shorts men,,,,自然搜索词,0,1,B09P3T8X61,,,,,,,,,"2,272",,4,,,,-,,,,,,,,,,,"Shorts, gym"
5xl shorts,5xl 短裤,,,自然搜索词,0,1,B09T3QHVVM,"1,077,026","1,543",42,2.74%,"43,306",673,1,0,"1,232",1.3,4,25.50%,7.60%,$1.37 ,$1.14 - $1.54,B072JBQRLG,16.00%,0.00%,B0BNW2X964,4.90%,5.70%,B0945CQ5J9,4.60%,1.90%,"B0945CQ5J9,B0BNWCS686,B0CQ2ZNNKZ,B0868VS5GY,B072JBQRLG,B077XQMB7G,B08LTBCJNT,B0B3QLGR2Q,B0C2JQGDBX,B08LTC53FR",Shorts
4xl shorts for men,4xl 男士短裤,Y,,自然搜索词/AC推荐词,0,1,B09T3QHVVM,"2,215,259",140,3,2.50%,"3,258",54,1,0,"2,442",0.1,8,15.60%,16.70%,$1.13 ,$0.86 - $1.41,B08D2TC7BT,6.30%,0.00%,B09T3R84XZ,6.30%,0.00%,B0CCY32XLR,3.10%,16.70%,"B09T3QHVVM,B08LTBN75C,B08X1RP36Y,B0945GZPMB,B0BZHDP4VX,B0058CUV3G,B01DL9UJXE,B09GYJ7SMW,B06XJCSP17,B07HNWFWRG",Shorts
4xl mens shorts,4xl 男士短裤,,,自然搜索词,0,1,B09T3QHVVM,"1,175,717","1,381",37,2.76%,"35,873",554,1,0,"2,448",0.6,4,12.80%,4.70%,$0.87 ,$0.79 - $1.11,B0945GZPMB,5.10%,3.10%,B0BZHDP4VX,4.00%,1.60%,B07H5QPL1R,3.70%,0.00%,"B0945GZPMB,B08LTBN75C,B08X1RP36Y,B09T3QHVVM,B0BZHDP4VX,B0BX7LHL7R,B0058CUV3G,B01DL9UJXE,B01MQSRBAL,B0BNW34W34",Shorts
4xl,4xl,,,SP广告词,0,1,B0CHMN7XFY,"1,539,941","1,238",48,3.90%,"26,786",590,2,2,"25,712",0.1,5,7.60%,7.40%,$1.19 ,$0.95 - $1.55,B06W588HD6,3.20%,3.70%,B071HG8GSV,2.40%,3.70%,B07T7KZZDJ,2.00%,0.00%,"B06W588HD6,B071HG8GSV,B076124BL3,B08GZLFQVB,B08DP59T9K,B01L8JJ7YG,B0B9VC9N8F,B0BPDYQT14,B07T7KZZDJ,B01MRG7I30",4x
3xl shorts,3xl 短裤,Y,,自然搜索词/AC推荐词,0,2,B08JGBB9N1/B0BFDTMBGP,"1,470,101","1,261",42,3.40%,"32,862",614,1,0,"6,875",0.2,4,20.50%,2.90%,$1.26 ,$0.94 - $1.59,B0728KK8VK,11.80%,0.00%,B08D2TC7BT,4.60%,0.00%,B08D366S6N,4.20%,2.90%,"B08JGBB9N1,B08D2TC7BT,B08D366S6N,B09T3Q8N7W,B094692JQ8,B000MNA0NW,B0174TL954,B00719ZGNO,B01BUJ0JVY,B09WMZK9HG",Shorts
32 degree cool stretch performance mens shorts,,,,SP广告词,0,1,B0C4GV51WK,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Cool, Performance, Stretch, Shorts"
3 xl,,,,SP广告词,0,1,B0C4GQTCJK,,,,,,,,,0,,20,,,,-,,,,,,,,,,,
3 pack shorts men,,,,自然搜索词,0,1,B0C4GS3QJD,,,,,,,,,"3,757",,5,,,,-,,,,,,,,,,,"Pack, Shorts"
2xl shorts for men,2xl 男士短裤,,,SP广告词,0,1,B0BFDTMBGP,"1,746,220","1,122",33,2.95%,"23,032",491,1,0,"9,833",0.1,4,17.20%,4.20%,$0.86 ,$0.64 - $1.08,B08JGHDWNP,6.30%,4.20%,B0BZH6R6LK,6.30%,0.00%,B08D2TC7BT,4.70%,0.00%,"B0CRHF41F7,B08JG3T2SY,B0BZHGGZGD,B08JTQP6VY,B07H5P8M39,B0CRRF28SH,B08LT98HPS,B00AKSD00Y,B07NDPC6SZ,B071LGZ66P",Shorts
2xl shorts,,,,自然搜索词,0,1,B09XQVCZ8B,,,,,,,,,"11,551",,13,,,,-,,,,,,,,,,,Shorts
2pcs beach shorts,,,,品牌广告词,0,1,B0BLKN87V4,,,,,,,,,0,,5,,,,-,,,,,,,,,,,"Shorts, Beach"
