cst,关键词翻译,AC推荐词,流量占比,流量词类型,预估周曝光量,相关产品,相关ASIN,ABA周排名,月搜索量,月购买量,购买率,展示量,点击量,SPR,标题密度,商品数,需供比,广告竞品数,点击集中度,前三ASIN转化总占比,PPC竞价,建议竞价范围,#1 前三ASIN,#1 点击共享,#1 转化共享,#2 前三ASIN,#2 点击共享,#2 转化共享,#3 前三ASIN,#3 点击共享,#3 转化共享,前十ASIN,matched_text
dress shirts for men short sleeve,男士短袖礼服衬衫,,0.25%,SP广告词,"4,907 ",5.0,B0CTD4CZFD/B0CP2H2RKN/B0CZ3F26DY/B0CP2GTVX1/B072R1M44T,"195,871","9,850 ","1,206 ",12.25%,"271,222 ","4,495 ",28 ,0.0,"5,407 ",1.8,61 ,9.2%,0.5%,$0.79,$0.61 - $1.05,B00GJB29U8,3.9%,0.0%,B0BV27DL6Y,3.0%,0.5%,B0D2R14786,2.4%,0.0%,"B0BV27DL6Y,B00GJB29U8,B09Q5423LG,B000PHK0WG,B004OWMY0Y,B0CR3RGPQ5,B0CP2H2RKN,B083P3QPH6,B0CJTZ6B8B,B0BNL6H7TT","Dress, Short, Sleeve, Short Sleeve"
coofandy shirts for men short sleeve,短袖男士衬衫,,0.25%,自然搜索词,"4,852 ",3.0,B0CMPX8C4M/B0CRQJDHBB/B087X2996Y,"150,940","11,499 ",353 ,3.08%,"280,043 ","4,817 ",9 ,0.0,275 ,41.8,14 ,9.4%,0.4%,,-,B0BVB6LQPT,3.5%,0.2%,B0CW3FV6H1,3.0%,0.0%,B0BVB7THLY,2.9%,0.2%,"B0BVB6LQPT,B0CMV4722V,B083P3QPH6,B0CJTXKT89,B0CQLR3GY1,B0CW3CCJZX,B083P4C5C4,B0CY5DK3M5,B0CP1M2C5F,B0CP3C4YSV","Coofandy, Short, Sleeve, Short Sleeve"
short sleeve shirts for men,男士短袖衬衫,,0.24%,自然搜索词,"4,701 ",5.0,B09J2LHQ5L/B0CP2H2RKN/B0CZ3F26DY/B087X2996Y/B0CRQHBWHR,"83,202","22,859 ","3,888 ",17.01%,"557,652 ","9,592 ",89 ,0.0,"56,621 ",0.4,113 ,5.8%,1.4%,$1.23,$0.92 - $1.53,B07XLTPC5L,2.1%,0.3%,B0BV27DL6Y,2.0%,0.5%,B0BV257YG8,1.8%,0.5%,"B0BV27DL6Y,B07JX84RN5,B07JJJ6GR7,B07XLTPC5L,B06W5JQHXV,B0C3D5HR1L,B0CW39BXTQ,B07DRMT92L,B083P3QPH6,B079TN6RR3","Short, Sleeve, Short Sleeve"
white collared shirt men,白领衬衫男,,0.23%,自然搜索词/SP广告词,"4,530 ",3.0,B0CTD5VB3Q/B072R1M44T/B0CP2H2RKN,"161,281","10,005 ",248 ,2.48%,"234,349 ","4,121 ",6 ,0.0,"2,843 ",3.5,29 ,12.5%,2.8%,$1.28,$0.83 - $1.52,B06WGXDZSJ,5.1%,2.1%,B07KLWXN76,4.5%,0.0%,B010C7MHUQ,2.9%,0.7%,"B06WGXDZSJ,B09JFSPVMH,B010C7MHUQ,B0CN14SX2D,B01GH5GSLG,B075LZN9LP,B0CR36G755,B00KBZUAEK,B009ESZFFO,B0746CT87M","Shirt, White, Collared"
mens casual shirts,男式休闲衬衣,,0.23%,HR推荐词/SP广告词,"4,516 ",6.0,B0CMPX8C4M/B087X2996Y/B09J2LHQ5L/B0CZ3F26DY/B0CTD5VB3Q/B072R1M44T,"34,424","47,895 ","4,056 ",8.47%,"1,249,047 ","21,829 ",93 ,0.0,"62,201 ",0.8,226 ,6.3%,1.2%,$1.27,$0.95 - $1.60,B0BV241H3F,2.3%,0.3%,B0BVB6LQPT,2.2%,0.4%,B077765WMW,1.9%,0.5%,"B0BVB6LQPT,B077765WMW,B0CJTYPXLB,B0CQLPRMLB,B06WVHV3W9,B0CW39BXTQ,B0CMH433G7,B0CN67P2VF,B07NFSV1WB,B0BQMTWDS3",Casual
white mens dress shirt,白色男式衬衫,,0.23%,自然搜索词/SP广告词,"4,513 ",4.0,B0CP2H2RKN/B0CTD5VB3Q/B072R1M44T/B0C3BY68QP,"200,950","7,464 ","1,448 ",19.41%,"187,026 ","3,455 ",33 ,0.0,"4,481 ",1.7,14 ,21.8%,3.0%,$1.00,$0.75 - $1.25,B009ESZFFO,9.1%,2.5%,B09JFR5KZQ,7.6%,0.6%,B08ZRX3WQX,5.1%,0.0%,"B009ESZFFO,B09JFR5KZQ,B000PHL8DG,B0058YUDGE,B0CHFG1KHT,B000PHI5LE,B0CL9LNVM2,B0CSCN6VLS,B0CN134S9T,B0CPPL3HCM","Shirt, Dress Shirt, White, Dress"
casual dress shirts for men,男士休闲礼服衬衫,,0.22%,自然搜索词/HR推荐词/SP广告词,"4,406 ",5.0,B0CTD4CZFD/B087X2996Y/B0CZ3F26DY/B072R1M44T/B0CTD5VB3Q,"189,454","8,786 ",852 ,9.70%,"246,738 ","3,781 ",20 ,0.0,"16,064 ",0.6,43 ,5.7%,2.4%,$1.13,$0.95 - $1.29,B0BV241H3F,2.5%,0.4%,B072R1M44T,1.6%,0.0%,B0BV2639FP,1.6%,2.0%,"B0BKSVFNSM,B0CQLQLWXL,B0BV27XWX9,B0BV241H3F,B083P3QPH6,B0C4B1CJJL,B0775MHKD6,B0D4MM5596,B0B28SWXWP,B0CX1F3N7G","Casual, Dress Shirt, Dress"
big and tall dress shirts for men,大而高的男士礼服衬衫,,0.22%,品牌广告词,"4,354 ",2.0,B0CZ3F26DY/B0CP2H2RKN,"75,529","20,429 ","2,296 ",11.24%,"549,524 ","9,893 ",53 ,3.0,"8,617 ",2.4,99 ,18.6%,0.8%,$1.17,$0.84 - $2.35,B07CJVTS4C,8.8%,0.6%,B07Q54RK6P,5.1%,0.0%,B07RGLPNZ2,4.8%,0.2%,"B07CJVTS4C,B07RGLPNZ2,B08GQ85B9T,B0CHJDTVXG,B07CJT37N6,B07DPLY9WT,B0CR3RGPQ5,B0CLTQPGKR,B007GBZQXW,B0979JBH2X","big, Tall, Dress, Big And Tall"
white long sleeve shirt men,白色长袖衬衫男,,0.21%,自然搜索词/SP广告词,"4,173 ",1.0,B072R1M44T,"79,793","21,362 ",386 ,1.81%,"555,660 ","8,716 ",9 ,0.0,"10,164 ",2.1,15 ,20.5%,5.5%,$1.41,$0.95 - $1.70,B07683B1ZH,10.6%,3.5%,B0D17LD89N,5.6%,0.0%,B00O2TEYT8,4.4%,2.0%,"B07683B1ZH,B00O2TEYT8,B0C94VGMSD,B072C48XGW,B09JFR5KZQ,B00KBZSTAW,B07MDCS7HM,B00KBZPPZY,B071RYCHPK,B07MDCVB7N","Shirt, Long Sleeve, Long, White, Sleeve"
mens short sleeve shirts casual,男士短袖衬衫休闲,,0.21%,自然搜索词,"4,157 ",3.0,B0CTD4CZFD/B087X2996Y/B0CZ3F26DY,"172,803","12,137 ","2,741 ",22.60%,"320,926 ","5,581 ",63 ,0.0,"52,843 ",0.2,83 ,7.5%,0.8%,$0.75,$0.62 - $1.08,B08P7BWLJQ,2.9%,0.0%,B0BVB6LQPT,2.8%,0.3%,B07JJJ6GR7,1.8%,0.5%,"B0BVB6LQPT,B07JJJ6GR7,B01GH5JQSI,B0C3D5HR1L,B0CPHYKS42,B0CW39BXTQ,B077765WMW,B06VZ3RCYS,B0CKV7J3HK,B083P3C62B","Casual, Short, Sleeve, Short Sleeve"
wrinkle free dress shirts for men,男士防皱礼服衬衫,,0.21%,SP广告词,"4,065 ",3.0,B0CZ3F26DY/B0CP2H2RKN/B0C3BY68QP,"112,673","15,095 ",34 ,0.23%,"424,293 ","6,736 ",1 ,2.0,"2,556 ",5.9,60 ,13.5%,0.7%,$1.02,$0.69 - $2.05,B009ESZFLI,6.4%,0.0%,B0BF9P1828,3.8%,0.7%,B08ZRX3WQX,3.3%,0.0%,"B09JFV7HHY,B009ESZFLI,B09XJ6VGXR,B09JFQR4DC,B0BF9P1828,B0BYHC7PK4,B0979JQTN7,B0CQX2P4T2,B06Y4FJZWL,B0195YYKGG","Dress, Wrinkle Free"
guayabera,瓜亚贝拉,,0.21%,自然搜索词,"4,057 ",1.0,B087X2996Y,"87,431","20,380 ",69 ,0.34%,"507,287 ","9,377 ",2 ,122.0,629 ,32.4,22 ,8.2%,1.1%,$0.95,$0.79 - $1.05,B0CJTXKT89,3.5%,0.2%,B07NHJ3V2R,2.4%,0.0%,B0CJV1SHNX,2.3%,0.9%,"B0CJV1SHNX,B07NHJ3V2R,B0CWNW8JWV,B07SRXS1CK,B087X2996Y,B0CHB1534H,B09XDX922D,B07GBKVZ4J,B08G18T3YS,B0BKSPPL7Q",guayabera
mens short sleeve dress shirt,男士短袖正装衬衫,,0.19%,SP广告词,"3,805 ",5.0,B0CTD4CZFD/B0CP2H2RKN/B0CZ3F26DY/B0CTD5VB3Q/B072R1M44T,"311,460","5,856 ",971 ,16.59%,"122,313 ","2,682 ",23 ,11.0,"5,598 ",1.1,32 ,13.5%,1.2%,$1.50,$1.05 - $2.00,B0CP2G67D1,5.7%,0.0%,B00GJB29U8,4.1%,1.2%,B0D2R14786,3.7%,0.0%,"B0BZJG8PNG,B00GJB29U8,B0BV27DL6Y,B000PHK0WG,B0CR3RGPQ5,B0CP2H2RKN,B09Q53NNX5,B0CJTZ6B8B,B0CX1J8VHP,B0BNL6H7TT","Shirt, Short, Dress, Short Sleeve, Sleeve"
men clothes,男装,,0.19%,自然搜索词/SP广告词,"3,722 ",1.0,B0CMPX7CZ5,"84,960","23,346 ",838 ,3.59%,"673,907 ","11,618 ",20 ,0.0,"60,083 ",0.4,102 ,8.9%,0.8%,$1.20,$0.89 - $1.50,B077ZJXCTS,3.8%,0.8%,B0BZDLXKTS,3.0%,0.0%,B0CCC48TKC,2.1%,0.0%,"B077ZJXCTS,B071JYV6LN,B0CL6TKMDK,B086L69KCL,B07GPKFW8X,B0C8NT7R47,B0BV241H3F,B078B27NBJ,B078GLLX3W,B07776V7KW",
men shirts casual,男士衬衫休闲,,0.19%,自然搜索词,"3,711 ",6.0,B0CMPX8C4M/B0CMPX7CZ5/B087X2996Y/B0CRQJDHBB/B072R1M44T/B0CZ3F26DY,"81,784","23,847 ","2,134 ",8.95%,"513,954 ","11,918 ",49 ,0.0,"62,135 ",0.4,68 ,4.6%,1.0%,$1.10,$0.82 - $1.37,B0BVB6LQPT,1.8%,1.0%,B0CSWGBR4L,1.5%,0.0%,B0BV241H3F,1.4%,0.0%,"B0BVB6LQPT,B0CN67P2VF,B06WVHV3W9,B077ZJXCTS,B077765WMW,B0CL6JGLFW,B0CMH33V54,B0B1TRDM6H,B0CJTYPXLB,B0BRXVTBKG",Casual
western shirts for men,男士西式衬衣,,0.19%,自然搜索词,"3,705 ",1.0,B087X2996Y,"27,023","50,051 ",115 ,0.23%,"1,309,567 ","21,739 ",3 ,10.0,"2,703 ",18.5,110 ,7.2%,2.0%,$1.22,$0.81 - $1.37,B007SWRAKG,3.7%,1.0%,B0D3J8K76Z,1.8%,0.0%,B007SWRBCS,1.8%,1.0%,"B007SWRAKG,B0972BTG4R,B09Y5KFYJ2,B0006SCZRC,B005DIF7IY,B0006SCZUE,B004BP0YRE,B008KH1QZI,B005DIGTRW,B07DYJ1S17","Western Shirt, Western"
white dress shirt men,白色礼服衬衫男士,,0.19%,自然搜索词/SP广告词,"3,672 ",3.0,B0CP2H2RKN/B0CTD5VB3Q/B072R1M44T,"247,173","6,315 ",891 ,14.12%,"142,860 ","3,110 ",21 ,0.0,"4,475 ",1.4,62 ,24.6%,4.0%,$2.75,$2.11 - $3.96,B009ESZFFO,11.0%,2.8%,B08ZRX3WQX,7.4%,0.0%,B09JFR5KZQ,6.2%,1.2%,"B009ESZFFO,B09JFV7HHY,B0058YUDGE,B000PHL8DG,B0CHFG1KHT,B00BM48EWO,B0CQKD183P,B0195YYE1C,B0CHFJQ82R,B0195YXL3O","Shirt, Dress Shirt, White, Dress"
cuban shirts for men,男士古巴衬衫,,0.19%,自然搜索词/SP广告词,"3,652 ",2.0,B087X2996Y/B0CTD5VB3Q,"92,938","20,519 ",61 ,0.30%,"560,403 ","8,915 ",2 ,0.0,"1,040 ",19.7,21 ,11.5%,0.8%,$0.92,$0.68 - $1.14,B0CYZKB7FC,4.7%,0.2%,B09NCBS6JC,4.0%,0.6%,B09NC636SF,2.9%,0.0%,"B0CSDB87XL,B0CJV1RLCH,B09N6SFQJJ,B09NCBS6JC,B0CPSSTYGV,B0B1TT3D64,B0CYZKB7FC,B0CK2SNNG5,B0BKSSDD6M,B07GBLFV68",cuban shirt
dress shirts for men slim fit,男士修身衬衣,,0.18%,自然搜索词/SP广告词,"3,607 ",4.0,B0C3BY68QP/B0CTD4CZFD/B0CTD5VB3Q/B072R1M44T,"322,475","4,773 ",14 ,0.31%,"103,822 ","1,967 ",1 ,1.0,"2,913 ",1.6,10 ,11.4%,0.0%,$3.97,$2.98 - $4.96,B0058YU558,4.7%,0.0%,B0C8MSTGRY,3.5%,0.0%,B01M1K82SZ,3.2%,0.0%,"B06W2FYPD9,B01M1K82SZ,B00BM48EWO,B0058YU558,B0762T8PHJ,B07112J1FX,B0979J15YV,B0BRWNDDT8,B0CC2GPR2H,B00RX4GF5K","Dress Shirt, Dress"
men's white dress shirt,男士白色礼服衬衫,,0.18%,自然搜索词/HR推荐词/SP广告词,"3,605 ",3.0,B0CP2H2RKN/B0CTD5VB3Q/B072R1M44T,"248,791","5,968 ","1,208 ",20.25%,"121,763 ","2,724 ",28 ,0.0,"4,399 ",1.4,31 ,16.0%,2.6%,$1.58,$0.85 - $3.17,B009ESZFMC,6.6%,1.1%,B08ZRX3WQX,5.2%,0.0%,B09JFR5KZQ,4.2%,1.4%,"B009ESZFSQ,B009ESZFMC,B09JFR8HTV,B00BM48EWO,B0012ODZIW,B0CQKFF759,B0979JQTN7,B000PHI5LE,B0058YUDGE,B0CN134S9T","Shirt, Dress Shirt, White, Dress"
short sleeve dress shirts,短袖礼服衬衫,,0.18%,自然搜索词,"3,572 ",6.0,B0CTD4CZFD/B087X2996Y/B0CP2H2RKN/B0CZ3F26DY/B09J2LHQ5L/B0CTD5VB3Q,"330,180","5,062 ",149 ,2.97%,"114,745 ","2,406 ",4 ,19.0,"5,621 ",0.9,24 ,12.0%,0.7%,$0.50,$0.37 - $0.60,B0D2R25563,4.5%,0.0%,B0D2R14786,4.0%,0.0%,B09Q5423LG,3.5%,0.7%,"B00GJB29U8,B09Q5423LG,B000PHK0WG,B0CM3DZ267,B0CL55L3B5,B0BV27DL6Y,B0CP2H2RKN,B0CZ3K9GXS,B0CR3RGPQ5,B07LF73QRD","Short, Dress, Sleeve, Short Sleeve"
brooks brothers shirts for men,衬衫,,0.18%,SP广告词,"3,558 ",2.0,B0CZ3F26DY/B072R1M44T,"96,235","20,777 ",592 ,2.85%,"497,536 ","10,022 ",14 ,0.0,306 ,67.9,129 ,13.8%,3.7%,$1.42,$1.07 - $1.78,B0BQZ6QGYX,5.5%,0.8%,B0BWSGMDV9,4.4%,2.5%,B0BQZ84MC5,3.9%,0.4%,"B071KFTQS8,B0BQZ6QGYX,B071NV7BB4,B071L8F3KT,B0C39YKTBL,B0CCPTPJBZ,B0BWSFSPXP,B072R6TM6M,B0CWB2BZ9L,B0BWSGMDV9","Brooks Brothers, Brooks"
mens linen shirts,男式亚麻衬衣,,0.18%,自然搜索词,"3,557 ",3.0,B0CMPX7CZ5/B0CWNT4CGV/B087X2996Y,"141,080","15,216 ","2,950 ",19.39%,"395,490 ","6,523 ",67 ,11.0,"5,730 ",2.7,49 ,8.4%,1.4%,$1.01,$0.76 - $1.26,B0BVB6LQPT,3.9%,0.7%,B0BVB7THLY,2.3%,0.7%,B0BF5CQNF2,2.2%,0.0%,"B0BVB6LQPT,B0CWH3G4KM,B08CGQ1Q6F,B0BF5FH1GG,B0CLL2CCJR,B0CQ1KKKGJ,B0CCNDN7K8,B0CP1N34D6,B083K7W772,B09B7LS4WP",Linen
men linen shirt,男士亚麻衬衫,,0.18%,自然搜索词,"3,552 ",3.0,B0CMPX7CZ5/B0CWNT4CGV/B087X2996Y,"117,903","16,894 ","2,784 ",16.48%,"392,071 ","7,910 ",64 ,4.0,"5,728 ",3.0,103 ,9.0%,1.9%,$1.02,$0.76 - $1.28,B0BVB6LQPT,4.0%,1.3%,B086D42D51,2.5%,0.6%,B0868C8JVL,2.5%,0.0%,"B0BVB6LQPT,B086D42D51,B0CWKTJHGV,B08CGQ1Q6F,B083K7W772,B0CMH4P6NP,B0CQ1KKKGJ,B0C3D5HR1L,B0CP1N34D6,B083P314GB","Linen, Shirt"
summer shirts,夏季衬衣,,0.18%,自然搜索词/SP广告词,"3,542 ",1.0,B0CMPX7CZ5,"92,446","25,331 ","3,257 ",12.86%,"563,435 ","12,367 ",74 ,1.0,"59,796 ",0.4,664 ,3.4%,0.2%,$1.00,$0.79 - $1.20,B0CQJPP5L1,1.4%,0.0%,B0CQJRNDDT,1.1%,0.0%,B0CP1QD6LH,1.0%,0.2%,"B0CWX8SVMG,B0CMXQF5XM,B0CP1QD6LH,B0CQJVHCVH,B0CN6H681P,B0CKT816FS,B0CYH398PQ,B08XQ3LND1,B08XJLCVYG,B0BXT8TFGS",Summer
men's short sleeve dress shirts,男士短袖礼服衬衫,,0.17%,SP广告词,"3,391 ",6.0,B09J2LHQ5L/B0CTD4CZFD/B0CP2H2RKN/B0CZ3F26DY/B0CTD5VB3Q/B072R1M44T,"407,796","5,276 ",444 ,8.42%,"151,703 ","2,432 ",11 ,6.0,"5,398 ",1.0,17 ,12.0%,0.9%,$1.35,$0.89 - $2.71,B00GJB29U8,4.3%,0.9%,B0D2R14786,4.1%,0.0%,B000PHK0WG,3.5%,0.0%,"B00GJB29U8,B0BZJG8PNG,B0BV27DL6Y,B000PHK0WG,B0CP2H2RKN,B0CR3RGPQ5,B0CSCN6VLS,B0CQLQLWXL,B0CW39BXTQ,B07LF73QRD","Short, Dress, Sleeve, Short Sleeve"
mens business casual shirt,男士商务休闲衬衫,,0.17%,SP广告词,"3,380 ",4.0,B0CTD4CZFD/B072R1M44T/B072QYBXYV/B0CZ3F26DY,"183,330","8,960 ","1,271 ",14.19%,"181,603 ","4,302 ",29 ,0.0,"10,771 ",0.8,76 ,8.7%,4.0%,$1.12,$0.83 - $1.39,B0B1TRDM6H,3.3%,1.1%,B0BV241H3F,3.0%,0.7%,B0BGSDG377,2.5%,2.2%,"B0BV257YG8,B0B1TRDM6H,B0CL6JGLFW,B01GH5JQSI,B0CGZBGPP3,B0C4B1CJJL,B073GCMGVL,B09RV38ZT7,B0BZJF3569,B0BNL6HDPD","Casual, Shirt, Business Casual"
men dress shirt short sleeve,男士短袖衬衫,,0.17%,自然搜索词/视频广告词,"3,325 ",5.0,B09J2LHQ5L/B0CTD4CZFD/B0CP2H2RKN/B0CZ3F26DY/B0CTD5VB3Q,"413,273","3,706 ",117 ,3.18%,"107,385 ","1,785 ",3 ,0.0,"5,408 ",0.7,15 ,6.6%,0.8%,$1.19,$1.05 - $1.48,B0BV27DL6Y,2.4%,0.0%,B0CWVH3M7N,2.4%,0.0%,B09Q5423LG,1.9%,0.8%,"B0BV27DL6Y,B00GJB29U8,B09Q5423LG,B000PHK0WG,B09Q53NNX5,B0CJTZ6B8B,B0CP2H2RKN,B0CR3RGPQ5,B0BNL6H7TT,B0CSCN6VLS","Shirt, Short, Dress, Short Sleeve, Sleeve"
mens slim fit dress shirt,男式修身礼服衬衫,,0.17%,SP广告词,"3,287 ",3.0,B0C3BY68QP/B0CTD4CZFD/B072R1M44T,"138,733","11,944 ",51 ,0.43%,"280,628 ","5,908 ",2 ,1.0,"2,930 ",4.1,48 ,13.2%,0.5%,$3.77,$2.83 - $4.71,B01LYB4IV3,4.6%,0.0%,B06W2FYPD9,4.4%,0.5%,B0762T8PH9,4.2%,0.0%,"B06W2FYPD9,B0BRWN79Y1,B01LYB4IV3,B00BM48EWO,B0762T8PH9,B071NBXH8Y,B0195YXT1S,B0CC2GZ9TG,B0058YU558,B0775YF8BH","Shirt, Dress Shirt, Dress"
mens dress shirts slim fit,男式礼服衬衫修身版,,0.16%,自然搜索词/SP广告词,"3,237 ",4.0,B0C3BY68QP/B0CTD4CZFD/B0CTD5VB3Q/B072R1M44T,"250,873","6,650 ",23 ,0.35%,"171,647 ","3,087 ",1 ,1.0,"2,930 ",2.3,20 ,14.0%,0.4%,$3.80,$2.85 - $4.76,B0058YU558,5.3%,0.0%,B01M1K82SZ,4.7%,0.4%,B0CZVGX8PR,4.0%,0.0%,"B00BM48EWO,B06X3Q8YJT,B0058YU558,B01M1K82SZ,B07112J1FX,B07F332NJK,B0CQX28MD8,B0BRWNDDT8,B0775YF8BH,B08FF2Z91Y","Dress Shirt, Dress"
dress shirt men,男士礼服衬衫,,0.16%,自然搜索词/SP广告词,"3,233 ",7.0,B0CTD5VB3Q/B072R1M44T/B0C3BY68QP/B087X2996Y/B072QYBXYV/B0CTD4CZFD/B0CP2H2RKN,"150,968","11,594 ",883 ,7.62%,"246,344 ","5,643 ",21 ,0.0,"8,551 ",1.4,80 ,12.4%,0.8%,$2.65,$1.99 - $3.30,B009ESZFMC,5.5%,0.6%,B08ZRX3WQX,3.9%,0.0%,B000PHG4N0,3.0%,0.3%,"B009ESZFMC,B09JFR8HTV,B0CQX1FVL3,B000PHG4N0,B0C24DBS4Y,B09JFRZDKZ,B00BM48EWO,B0195YYKGG,B09Q5M4HBX,B0058YUDGE","Shirt, Dress Shirt, Dress"
short sleeve dress shirt,短袖衬衫,,0.16%,自然搜索词,"3,231 ",6.0,B0CTD4CZFD/B087X2996Y/B0CP2H2RKN/B0CZ3F26DY/B0CTD5VB3Q/B09J2LHQ5L,"422,402","3,592 ",368 ,10.27%,"87,427 ","1,416 ",9 ,20.0,"5,585 ",0.6,5 ,12.2%,2.0%,$1.12,$0.85 - $1.40,B000PHK0WG,4.7%,1.3%,B0D2R25563,3.9%,0.0%,B07LF73QRD,3.6%,0.7%,"B00GJB29U8,B000PHK0WG,B09Q5423LG,B0CR3RGPQ5,B0CM3DZ267,B0CP2H2RKN,B083P3QPH6,B0CWVH3M7N,B07LF73QRD,B0BV27DL6Y","Shirt, Short, Dress, Short Sleeve, Sleeve"
untucked shirts for men,不穿衣服的男士衬衫,,0.16%,自然搜索词/SP广告词,"3,068 ",1.0,B072R1M44T,"107,334","16,895 ",43 ,0.26%,"489,851 ","8,314 ",1 ,4.0,"1,220 ",13.9,78 ,6.2%,0.7%,$1.12,$0.83 - $1.39,B0CMV3N11H,2.3%,0.0%,B0CQLRQCYF,2.1%,0.7%,B0CW3CLN76,1.8%,0.0%,"B0BV27DL6Y,B0CW3CYG2B,B0D1V3S2G2,B0CCDKT3X5,B0CQLRQCYF,B0CWH4XM2M,B0BNL5GFJN,B07JL1KF1G,B097QK4M4L,B0775YFQMQ",untucked
short sleeve button up,短袖纽扣衫,,0.15%,自然搜索词,"3,041 ",3.0,B0CTD4KBXQ/B09J2LHQ5L/B0CRQHBWHR,"171,375","11,054 ",766 ,6.93%,"331,604 ","5,002 ",18 ,6.0,"7,431 ",1.5,65 ,9.1%,0.0%,$1.04,$0.79 - $1.30,B0CR3QR64C,3.3%,0.0%,B0CPTHL7KT,3.2%,0.0%,B07JHY5F25,2.6%,0.0%,"B0BV236Z29,B083P3C62B,B0CX22CQGX,B07JHY5F25,B0CMV5H36S,B07JJJ6GR7,B0CQLRQCYF,B0CLL8LV64,B00XH7IO88,B0CZ938PL7","Button, Short, Sleeve, Short Sleeve"
mens short sleeve shirts,男式短袖衬衣,,0.15%,自然搜索词,"3,039 ",2.0,B09J2LHQ5L/B0CRQHBWHR,"70,989","28,402 ","5,027 ",17.70%,"611,332 ","13,296 ",114 ,0.0,"57,146 ",0.5,71 ,5.7%,0.8%,$1.02,$0.76 - $1.28,B0CR3QR64C,2.1%,0.0%,B0BV27DL6Y,1.8%,0.4%,B0BV257YG8,1.8%,0.4%,"B07JX84RN5,B0BV27DL6Y,B07JJJ6GR7,B0CW39BXTQ,B0C3D5HR1L,B07XLTPC5L,B06W5JQHXV,B0CJTYZQQM,B083P314GB,B0C3D886WL","Short, Sleeve, Short Sleeve"
french cuff dress shirts for men,男士法式袖口衬衫,,0.15%,自然搜索词,"2,978 ",3.0,B0C3BY68QP/B0CZ3F26DY/B072QYBXYV,"124,209","13,424 ",8 ,0.07%,"352,729 ","6,445 ",1 ,0.0,528 ,25.4,102 ,17.8%,1.6%,$1.07,$0.75 - $1.55,B01NBMNCGT,7.2%,0.8%,B072231V4Y,5.3%,0.5%,B0747QH4X6,5.3%,0.3%,"B01NBMNCGT,B072231V4Y,B01DKNF3IM,B06Y11WLT2,B0747LL6TH,B07LBLP5YR,B0C2XDD2WL,B071ZSLMMS,B07HZ444VP,B07KBQZWZ6","French, Dress Shirt, Cuff, Dress"
mens shirt,男式衬衫,,0.15%,SP广告词,"2,951 ",7.0,B0CWNT4CGV/B0CMPX7CZ5/B0CRQJDHBB/B0CTD4CZFD/B0CZ3F26DY/B0CTD5VB3Q/B072R1M44T,"31,239","54,964 ",142 ,0.26%,"1,210,190 ","26,200 ",4 ,0.0,"71,562 ",0.8,99 ,8.1%,1.6%,$1.08,$0.81 - $1.35,B0BV241H3F,4.5%,0.6%,B077ZJXCTS,1.8%,0.6%,B0BV27DL6Y,1.8%,0.4%,"B0787P86ZZ,B077ZJXCTS,B0BV241H3F,B0785VV446,B07776V7KW,B01GH5GSLG,B0BPDZ61XX,B00NOY3JKW,B0CNJRTG4H,B0CL6W4BHQ",Shirt
men's shirt,男式衬衫,,0.14%,自然搜索词/HR推荐词/SP广告词,"2,845 ",5.0,B072R1M44T/B0CMPX7CZ5/B087X2996Y/B0CZ3F26DY/B0CTD5VB3Q,"187,275","9,765 ",468 ,4.80%,"219,322 ","4,638 ",11 ,3.0,"64,298 ",0.2,100 ,5.7%,0.9%,$1.48,$1.00 - $2.97,B0BV23K9QZ,2.6%,0.3%,B0BV257BCZ,1.7%,0.0%,B09313VG36,1.4%,0.6%,"B0787P86ZZ,B0785FWNL6,B0BV23K9QZ,B0BRXVTBKG,B077765WMW,B00NOY3JKW,B0BV241H3F,B09313VG36,B083P314GB,B07776V7KW",Shirt
men's shirts short sleeve,男士短袖衬衫,,0.14%,自然搜索词,"2,817 ",4.0,B0CRQHBWHR/B0CRQJDHBB/B087X2996Y/B0CZ3F26DY,"165,525","12,296 ","1,461 ",11.89%,"336,064 ","5,301 ",34 ,0.0,"55,018 ",0.2,39 ,6.6%,1.3%,$1.13,$0.75 - $1.97,B07XLTPC5L,2.7%,0.4%,B07XVY344Z,2.0%,0.6%,B0C3D5HR1L,1.9%,0.2%,"B0BV27DL6Y,B07JJJ6GR7,B07XLTPC5L,B06W5JQHXV,B01GH5GSLG,B0C3D5HR1L,B0785VV446,B0CW39BXTQ,B07DRMT92L,B083P314GB","Short, Sleeve, Short Sleeve"
linen button down men,亚麻布纽扣衫男士,,0.14%,自然搜索词/SP广告词,"2,808 ",2.0,B0CMPX7CZ5/B0CWNT4CGV,"166,882","11,560 ",55 ,0.48%,"309,773 ","5,141 ",2 ,0.0,"2,802 ",4.1,190 ,14.2%,1.7%,$0.99,$0.74 - $1.24,B0BV27DL6Y,5.3%,0.7%,B0BV241H3F,5.1%,0.7%,B0CLV9CYZ1,3.7%,0.3%,"B0BV27DL6Y,B0CQ1ZNQKP,B0BF5CJFMS,B086D42D51,B0BKFXG8SG,B0CLL2CCJR,B0D5B4P7XN,B093RZQLVX,B0868C8JVL,B0C5PZ688B","Linen, Button Down, Button"
